CustomerID,Age,TenureMonths,MonthlyCharges,Contract,InternetService,PaymentMethod,TechSupport,Churn
CUST0390,27,66,34.29,Month-to-month,No,Bank transfer,No,No
CUST0391,65,23,118.91,One year,Fiber optic,Bank transfer,Yes,No
CUST0392,29,39,109.56,One year,No,Electronic check,No,Yes
CUST0393,41,71,41.16,Month-to-month,DSL,Electronic check,No,No
CUST0394,55,54,35.68,Month-to-month,No,Electronic check,No,Yes
CUST0395,63,16,109.3,One year,No,Credit card,Yes,No
CUST0396,73,43,44.8,Two year,DSL,Mailed check,Yes,No
CUST0397,20,45,80.82,Month-to-month,No,Electronic check,Yes,Yes
CUST0398,30,48,117.0,Month-to-month,DSL,Mailed check,No,Yes
CUST0399,35,2,83.91,Month-to-month,No,Mailed check,Yes,Yes
CUST0400,37,22,67.74,One year,Fiber optic,Electronic check,No,Yes
CUST0401,80,62,72.28,One year,No,Credit card,No,No
CUST0402,66,18,36.0,One year,Fiber optic,Bank transfer,No,Yes
CUST0403,38,22,122.03,One year,DSL,Mailed check,Yes,No
CUST0404,79,24,59.51,Two year,Fiber optic,Mailed check,Yes,Yes
CUST0405,49,13,47.99,Two year,Fiber optic,Electronic check,No,No
CUST0406,49,12,57.17,Month-to-month,Fiber optic,Credit card,No,Yes
CUST0407,45,25,121.62,One year,Fiber optic,Bank transfer,No,Yes
CUST0408,27,63,38.96,Month-to-month,No,Credit card,Yes,Yes
CUST0409,76,1,112.39,Month-to-month,No,Credit card,No,Yes
CUST0410,18,21,97.25,Two year,Fiber optic,Mailed check,Yes,No
CUST0411,28,5,108.85,One year,Fiber optic,Mailed check,Yes,Yes
CUST0412,32,41,122.71,Two year,No,Mailed check,Yes,No
CUST0413,35,19,110.0,Month-to-month,DSL,Credit card,No,Yes
CUST0414,26,58,119.62,One year,DSL,Electronic check,Yes,Yes
CUST0415,19,43,42.06,Month-to-month,DSL,Mailed check,Yes,No
CUST0416,60,57,105.6,Month-to-month,DSL,Credit card,No,Yes
CUST0417,79,46,81.84,Month-to-month,DSL,Bank transfer,No,Yes
CUST0418,25,32,81.63,One year,DSL,Electronic check,Yes,No
CUST0419,36,62,115.4,Month-to-month,Fiber optic,Bank transfer,Yes,Yes
CUST0420,49,35,122.32,Two year,DSL,Credit card,No,Yes
CUST0421,76,69,96.96,Month-to-month,No,Credit card,Yes,Yes
CUST0422,61,72,75.88,Month-to-month,No,Bank transfer,Yes,No
CUST0423,66,43,73.36,One year,DSL,Mailed check,No,No
CUST0424,54,49,66.7,Month-to-month,Fiber optic,Bank transfer,Yes,Yes
CUST0425,44,19,64.35,Two year,Fiber optic,Bank transfer,No,No
CUST0426,30,59,67.19,One year,Fiber optic,Bank transfer,Yes,No
CUST0427,72,49,38.53,Month-to-month,Fiber optic,Credit card,Yes,No
CUST0428,68,65,37.36,One year,No,Bank transfer,Yes,No
CUST0429,19,20,104.09,One year,Fiber optic,Bank transfer,Yes,No
CUST0430,63,57,72.38,One year,DSL,Bank transfer,Yes,No
CUST0431,23,34,118.42,Two year,Fiber optic,Bank transfer,Yes,Yes
CUST0432,64,14,88.16,One year,Fiber optic,Bank transfer,No,No
CUST0433,70,13,33.34,One year,DSL,Electronic check,No,No
CUST0434,26,41,44.96,Month-to-month,No,Credit card,Yes,Yes
CUST0435,45,24,49.55,One year,No,Electronic check,No,No
CUST0436,25,8,122.69,Two year,DSL,Bank transfer,No,Yes
CUST0437,53,31,50.78,One year,Fiber optic,Bank transfer,No,No
CUST0438,76,48,79.0,One year,DSL,Bank transfer,Yes,No
CUST0439,23,23,118.94,Month-to-month,DSL,Credit card,Yes,No
CUST0440,43,69,122.83,One year,DSL,Electronic check,Yes,Yes
CUST0441,79,57,52.45,Two year,Fiber optic,Mailed check,Yes,Yes
CUST0442,36,37,34.67,Month-to-month,DSL,Credit card,Yes,No
CUST0443,26,68,44.59,Month-to-month,No,Credit card,No,No
CUST0444,48,32,36.02,One year,Fiber optic,Credit card,No,No
CUST0445,50,11,48.54,Month-to-month,DSL,Credit card,Yes,No
CUST0446,59,3,84.01,One year,Fiber optic,Bank transfer,No,Yes
CUST0447,37,68,116.68,Month-to-month,DSL,Mailed check,Yes,No
CUST0448,78,70,81.04,Month-to-month,Fiber optic,Electronic check,No,Yes
CUST0449,50,54,89.47,One year,DSL,Credit card,No,No
CUST0450,36,8,49.18,One year,DSL,Bank transfer,Yes,No
CUST0451,78,22,106.06,One year,Fiber optic,Bank transfer,No,Yes
CUST0452,76,3,88.69,One year,Fiber optic,Bank transfer,No,No
CUST0453,49,4,112.09,One year,Fiber optic,Bank transfer,No,No
CUST0454,19,18,120.14,One year,Fiber optic,Bank transfer,No,Yes
CUST0455,55,42,63.05,One year,No,Credit card,No,No
CUST0456,52,5,38.61,One year,DSL,Mailed check,Yes,No
CUST0457,27,71,51.46,One year,DSL,Credit card,Yes,Yes
CUST0458,57,33,71.59,Month-to-month,No,Credit card,No,No
CUST0459,70,19,119.84,Month-to-month,No,Mailed check,Yes,Yes
CUST0460,24,38,65.94,One year,No,Bank transfer,No,Yes
CUST0461,63,57,103.22,Two year,DSL,Credit card,Yes,No
CUST0462,26,23,81.35,One year,No,Bank transfer,Yes,Yes
CUST0463,65,4,47.37,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0464,44,4,60.47,One year,DSL,Bank transfer,No,No
CUST0465,18,62,92.05,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0466,78,9,93.92,One year,No,Credit card,Yes,No
CUST0467,28,46,71.3,Two year,No,Credit card,Yes,No
CUST0468,55,28,51.72,One year,DSL,Credit card,No,Yes
CUST0469,29,56,98.58,One year,No,Bank transfer,No,No
CUST0470,76,5,46.04,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0471,64,65,118.98,Month-to-month,DSL,Credit card,No,Yes
CUST0472,68,51,47.85,Two year,DSL,Bank transfer,Yes,Yes
CUST0473,45,33,40.19,One year,No,Mailed check,No,No
CUST0474,47,15,77.28,One year,Fiber optic,Electronic check,Yes,Yes
CUST0475,57,71,79.36,Month-to-month,DSL,Electronic check,No,No
CUST0476,67,22,78.28,Month-to-month,DSL,Credit card,No,Yes
CUST0477,71,36,71.48,Month-to-month,DSL,Bank transfer,No,Yes
CUST0478,19,29,124.51,Month-to-month,No,Bank transfer,Yes,Yes
CUST0479,59,17,76.2,Month-to-month,Fiber optic,Bank transfer,No,No
CUST0480,24,30,75.4,Two year,DSL,Electronic check,No,No
CUST0481,36,11,70.07,One year,No,Credit card,No,Yes
CUST0482,70,1,36.35,Month-to-month,Fiber optic,Mailed check,No,Yes
CUST0483,33,21,86.33,Month-to-month,Fiber optic,Electronic check,No,Yes
CUST0484,68,9,51.66,Month-to-month,No,Mailed check,Yes,Yes
CUST0485,47,30,90.57,Two year,Fiber optic,Mailed check,No,No
CUST0486,32,63,34.83,Month-to-month,Fiber optic,Bank transfer,Yes,No
CUST0487,39,12,123.23,One year,Fiber optic,Bank transfer,No,No
CUST0488,51,1,74.56,Two year,DSL,Credit card,Yes,Yes
CUST0489,66,8,115.19,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0490,56,37,75.18,One year,DSL,Mailed check,No,No
CUST0491,76,20,35.73,Two year,Fiber optic,Mailed check,No,No
CUST0492,72,36,108.11,Month-to-month,No,Credit card,No,Yes
CUST0493,65,3,91.58,Month-to-month,DSL,Mailed check,No,Yes
CUST0494,55,24,104.27,Two year,No,Electronic check,Yes,Yes
CUST0495,36,30,70.68,Two year,DSL,Bank transfer,Yes,No
CUST0496,43,32,90.6,One year,Fiber optic,Bank transfer,Yes,Yes
CUST0497,25,40,111.34,One year,No,Bank transfer,No,No
CUST0498,41,57,89.95,Month-to-month,Fiber optic,Electronic check,No,Yes
CUST0499,76,34,63.03,Two year,DSL,Credit card,No,Yes
CUST0500,44,61,92.94,Month-to-month,No,Mailed check,No,Yes
CUST0501,25,39,93.83,Month-to-month,DSL,Bank transfer,Yes,Yes
CUST0502,59,19,121.26,One year,Fiber optic,Mailed check,No,No
CUST0503,78,17,65.24,Two year,No,Credit card,No,Yes
CUST0504,72,24,70.38,Two year,No,Credit card,No,No
CUST0505,35,44,107.15,Month-to-month,No,Bank transfer,Yes,No
CUST0506,46,18,78.05,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0507,51,66,99.97,Two year,Fiber optic,Mailed check,Yes,Yes
CUST0508,33,35,73.67,Two year,No,Bank transfer,Yes,No
CUST0509,34,63,50.47,One year,Fiber optic,Credit card,No,No
CUST0510,32,50,100.79,One year,DSL,Electronic check,Yes,No
CUST0511,80,25,42.46,Month-to-month,DSL,Electronic check,No,Yes
CUST0512,64,17,48.87,Month-to-month,Fiber optic,Electronic check,No,Yes
CUST0513,70,54,89.55,Month-to-month,DSL,Electronic check,No,Yes
CUST0514,69,24,100.99,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0515,78,18,115.0,Month-to-month,Fiber optic,Electronic check,Yes,Yes
CUST0516,24,67,55.9,Two year,DSL,Electronic check,Yes,No
CUST0517,73,35,40.52,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0518,22,4,120.82,Month-to-month,No,Bank transfer,Yes,Yes
CUST0519,47,36,44.67,One year,DSL,Mailed check,No,Yes
CUST0520,55,34,48.78,Month-to-month,DSL,Mailed check,Yes,No
CUST0521,40,63,57.68,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0522,27,52,80.29,One year,DSL,Bank transfer,Yes,Yes
CUST0523,30,14,113.87,Month-to-month,DSL,Electronic check,No,Yes
CUST0524,69,11,102.25,One year,Fiber optic,Electronic check,No,No
CUST0525,38,44,97.27,Two year,DSL,Electronic check,No,Yes
CUST0526,37,4,46.64,Month-to-month,DSL,Mailed check,No,No
CUST0527,76,23,63.98,Two year,DSL,Electronic check,No,No
CUST0528,27,10,75.45,Two year,No,Mailed check,No,Yes
CUST0529,75,2,44.01,Two year,Fiber optic,Bank transfer,Yes,No
CUST0530,76,67,55.98,One year,No,Mailed check,No,No
CUST0531,55,7,59.29,One year,DSL,Electronic check,No,Yes
CUST0532,28,1,42.09,One year,DSL,Bank transfer,Yes,No
CUST0533,27,68,82.27,One year,No,Bank transfer,No,No
CUST0534,35,14,96.98,Month-to-month,DSL,Credit card,No,Yes
CUST0535,54,59,36.64,Two year,Fiber optic,Mailed check,No,No
CUST0536,27,3,75.71,One year,Fiber optic,Electronic check,Yes,No
CUST0537,46,12,104.31,One year,No,Mailed check,No,Yes
CUST0538,25,8,101.06,Month-to-month,Fiber optic,Credit card,No,Yes
CUST0539,52,51,107.43,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0540,19,45,72.58,One year,DSL,Credit card,Yes,Yes
CUST0541,62,35,107.95,One year,Fiber optic,Credit card,Yes,No
CUST0542,21,18,52.87,Month-to-month,Fiber optic,Bank transfer,Yes,No
CUST0543,30,7,64.28,Month-to-month,DSL,Electronic check,No,Yes
CUST0544,29,41,46.75,Month-to-month,No,Bank transfer,No,Yes
CUST0545,70,17,74.41,One year,DSL,Electronic check,Yes,No
CUST0546,21,43,67.25,Month-to-month,No,Credit card,Yes,Yes
CUST0547,45,50,52.89,Two year,Fiber optic,Credit card,No,No
CUST0548,55,62,101.42,Month-to-month,Fiber optic,Bank transfer,Yes,No
CUST0549,50,36,59.82,Month-to-month,No,Electronic check,No,No
CUST0550,60,1,55.92,Month-to-month,Fiber optic,Bank transfer,Yes,Yes
CUST0551,68,21,42.43,One year,No,Electronic check,Yes,No
CUST0552,42,62,71.69,Month-to-month,Fiber optic,Electronic check,No,Yes
CUST0553,70,39,58.78,One year,DSL,Electronic check,Yes,No
CUST0554,38,45,65.08,Two year,No,Credit card,No,Yes
CUST0555,80,33,52.42,Month-to-month,No,Credit card,Yes,No
CUST0556,49,12,102.5,One year,No,Mailed check,No,No
CUST0557,64,65,118.35,Month-to-month,DSL,Bank transfer,No,Yes
CUST0558,73,56,77.3,Month-to-month,DSL,Bank transfer,No,Yes
CUST0559,67,72,91.08,Month-to-month,Fiber optic,Mailed check,Yes,No
CUST0560,71,62,112.38,Month-to-month,DSL,Bank transfer,No,Yes
CUST0561,51,21,124.89,One year,No,Credit card,No,No
CUST0562,20,19,88.28,One year,No,Mailed check,Yes,Yes
CUST0563,49,18,114.53,One year,No,Electronic check,Yes,Yes
CUST0564,29,67,116.32,One year,DSL,Bank transfer,No,Yes
CUST0565,74,41,105.19,One year,DSL,Electronic check,Yes,No
CUST0566,32,33,73.79,Month-to-month,DSL,Bank transfer,No,Yes
CUST0567,32,70,37.71,Month-to-month,DSL,Electronic check,No,No
CUST0568,33,44,31.5,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0569,58,66,75.33,One year,DSL,Electronic check,No,Yes
CUST0570,53,71,76.96,Two year,DSL,Credit card,No,No
CUST0571,77,6,68.7,Month-to-month,Fiber optic,Credit card,Yes,Yes
CUST0572,44,27,83.98,One year,No,Bank transfer,No,Yes
CUST0573,35,53,82.46,One year,DSL,Mailed check,Yes,No
CUST0574,21,59,109.48,Two year,No,Bank transfer,Yes,No
CUST0575,18,11,40.32,One year,DSL,Credit card,No,Yes
CUST0576,41,23,51.39,One year,No,Mailed check,Yes,Yes
CUST0577,76,40,105.34,One year,DSL,Bank transfer,No,No
CUST0578,50,58,110.54,Two year,DSL,Electronic check,Yes,No
CUST0579,74,9,124.51,Month-to-month,DSL,Credit card,No,No
CUST0580,24,44,112.93,Two year,No,Credit card,Yes,No
CUST0581,23,22,114.54,Month-to-month,No,Mailed check,No,Yes
CUST0582,70,16,59.86,Two year,No,Mailed check,No,No
CUST0583,24,38,68.16,Month-to-month,No,Credit card,No,Yes
CUST0584,21,30,55.47,Month-to-month,Fiber optic,Electronic check,No,No
CUST0585,43,46,87.6,Month-to-month,Fiber optic,Mailed check,No,Yes
CUST0586,76,23,119.19,Month-to-month,No,Mailed check,No,No
CUST0587,61,60,62.74,Month-to-month,No,Bank transfer,No,No
CUST0588,24,6,82.92,Month-to-month,No,Mailed check,No,Yes
CUST0589,70,63,58.15,Month-to-month,DSL,Mailed check,No,Yes
CUST0590,71,3,46.13,Month-to-month,No,Credit card,No,Yes
CUST0591,68,53,48.54,One year,DSL,Mailed check,Yes,No
CUST0592,74,25,35.5,Two year,Fiber optic,Credit card,No,No
CUST0593,33,28,120.18,One year,No,Credit card,No,No
CUST0594,79,2,68.27,Month-to-month,Fiber optic,Credit card,Yes,Yes
CUST0595,38,51,109.24,Month-to-month,Fiber optic,Electronic check,Yes,Yes
CUST0596,68,12,94.73,Two year,No,Bank transfer,No,No
CUST0597,54,48,48.23,Month-to-month,Fiber optic,Credit card,Yes,No
CUST0598,67,53,46.67,Month-to-month,No,Electronic check,Yes,Yes
CUST0599,57,61,107.14,Two year,DSL,Mailed check,Yes,No
CUST0600,58,51,55.15,Two year,DSL,Electronic check,Yes,No
CUST0601,56,22,116.76,Month-to-month,DSL,Mailed check,No,Yes
CUST0602,67,54,43.31,One year,Fiber optic,Mailed check,No,Yes
CUST0603,64,60,94.38,Month-to-month,No,Electronic check,No,No
CUST0604,26,23,107.38,One year,DSL,Mailed check,No,No
CUST0605,70,9,52.35,Month-to-month,No,Mailed check,No,Yes
CUST0606,51,65,56.24,Month-to-month,DSL,Electronic check,Yes,No
CUST0607,38,11,121.63,One year,Fiber optic,Credit card,No,Yes
CUST0608,50,43,55.14,Month-to-month,Fiber optic,Mailed check,Yes,No
CUST0609,78,18,70.85,One year,DSL,Electronic check,Yes,No
CUST0610,72,10,71.09,Month-to-month,Fiber optic,Mailed check,No,No
CUST0611,70,56,54.04,Two year,No,Mailed check,No,Yes
CUST0612,47,11,103.7,Two year,DSL,Mailed check,Yes,No
CUST0613,67,49,103.33,Month-to-month,Fiber optic,Electronic check,No,Yes
CUST0614,42,50,65.94,One year,DSL,Credit card,No,No
CUST0615,61,5,109.34,Month-to-month,DSL,Bank transfer,Yes,Yes
CUST0616,58,13,50.24,Month-to-month,DSL,Credit card,Yes,Yes
CUST0617,33,58,30.41,Month-to-month,No,Credit card,Yes,Yes
CUST0618,34,37,84.26,Two year,No,Bank transfer,No,No
CUST0619,21,9,124.44,Two year,DSL,Electronic check,Yes,No
CUST0620,26,72,33.67,Two year,DSL,Bank transfer,No,Yes
CUST0621,45,20,49.76,Two year,DSL,Bank transfer,Yes,No
CUST0622,48,1,79.3,Two year,Fiber optic,Credit card,No,Yes
CUST0623,28,67,106.94,Month-to-month,Fiber optic,Bank transfer,No,Yes
CUST0624,44,2,38.46,Two year,Fiber optic,Mailed check,No,No
CUST0625,56,40,67.55,One year,No,Bank transfer,Yes,Yes
CUST0626,32,72,100.97,Month-to-month,No,Credit card,No,Yes
CUST0627,39,42,65.3,One year,Fiber optic,Mailed check,No,No
CUST0628,41,43,47.94,Month-to-month,No,Mailed check,Yes,No
CUST0629,49,28,48.57,Month-to-month,No,Credit card,Yes,Yes
CUST0630,41,10,68.95,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0631,64,42,75.54,Month-to-month,No,Electronic check,Yes,Yes
CUST0632,38,65,111.87,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0633,45,7,91.01,Two year,DSL,Bank transfer,Yes,Yes
CUST0634,41,64,95.59,One year,Fiber optic,Electronic check,Yes,Yes
CUST0635,29,30,123.38,One year,Fiber optic,Mailed check,No,Yes
CUST0636,61,39,69.13,Month-to-month,DSL,Electronic check,Yes,No
CUST0637,32,12,68.32,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0638,36,45,117.72,Month-to-month,DSL,Credit card,No,Yes
CUST0639,67,14,53.36,Two year,Fiber optic,Bank transfer,Yes,Yes
CUST0640,77,20,99.33,Month-to-month,DSL,Bank transfer,Yes,Yes
CUST0641,60,52,101.68,One year,DSL,Credit card,Yes,No
CUST0642,75,4,39.29,One year,DSL,Bank transfer,Yes,No
CUST0643,71,33,74.48,One year,Fiber optic,Electronic check,No,No
CUST0644,48,43,49.05,Two year,No,Credit card,Yes,No
CUST0645,66,10,47.61,Month-to-month,Fiber optic,Mailed check,Yes,No
CUST0646,38,22,74.06,Two year,Fiber optic,Credit card,No,Yes
CUST0647,47,25,57.5,One year,DSL,Credit card,No,No
CUST0648,51,48,105.63,One year,Fiber optic,Mailed check,Yes,Yes
CUST0649,78,71,116.22,One year,No,Credit card,Yes,No
CUST0650,71,61,106.26,Two year,No,Credit card,No,Yes
CUST0651,48,14,55.27,Two year,DSL,Electronic check,No,No
CUST0652,59,2,56.04,Month-to-month,Fiber optic,Credit card,No,Yes
CUST0653,30,4,54.2,Two year,Fiber optic,Electronic check,Yes,No
CUST0654,68,43,42.83,One year,No,Electronic check,Yes,No
CUST0655,52,12,119.66,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0656,51,17,68.19,Two year,Fiber optic,Electronic check,No,Yes
CUST0657,66,62,51.35,Month-to-month,Fiber optic,Bank transfer,No,No
CUST0658,57,63,110.43,One year,No,Bank transfer,Yes,No
CUST0659,22,61,67.92,Month-to-month,No,Credit card,No,Yes
CUST0660,36,19,33.34,Month-to-month,DSL,Credit card,Yes,No
CUST0661,29,45,45.38,Two year,DSL,Credit card,No,No
CUST0662,64,44,90.73,Month-to-month,Fiber optic,Electronic check,No,Yes
CUST0663,20,14,104.38,Month-to-month,No,Electronic check,No,Yes
CUST0664,30,40,50.04,Month-to-month,DSL,Credit card,Yes,Yes
CUST0665,55,38,117.15,Month-to-month,Fiber optic,Bank transfer,No,Yes
CUST0666,61,29,110.84,Two year,DSL,Electronic check,Yes,No
CUST0667,49,55,110.6,Two year,DSL,Credit card,No,Yes
CUST0668,72,49,51.63,Month-to-month,DSL,Electronic check,Yes,No
CUST0669,75,39,34.8,One year,No,Electronic check,No,No
CUST0670,26,53,112.41,Month-to-month,No,Electronic check,Yes,No
CUST0671,78,55,59.05,One year,DSL,Mailed check,Yes,No
CUST0672,56,41,88.8,Month-to-month,No,Electronic check,Yes,No
CUST0673,58,20,102.2,Month-to-month,No,Credit card,Yes,Yes
CUST0674,23,55,42.19,Month-to-month,No,Credit card,Yes,No
CUST0675,57,52,104.18,One year,No,Bank transfer,No,No
CUST0676,63,71,119.16,One year,Fiber optic,Mailed check,Yes,No
CUST0677,54,11,99.2,Month-to-month,Fiber optic,Bank transfer,Yes,Yes
CUST0678,23,31,71.92,Two year,DSL,Bank transfer,Yes,No
CUST0679,50,67,113.28,One year,Fiber optic,Electronic check,Yes,No
CUST0680,76,38,80.11,Month-to-month,No,Electronic check,No,Yes
CUST0681,63,68,100.75,Two year,DSL,Electronic check,No,No
CUST0682,26,1,107.95,Two year,No,Credit card,Yes,Yes
CUST0683,78,3,101.19,Month-to-month,Fiber optic,Bank transfer,No,Yes
CUST0684,78,58,57.35,One year,Fiber optic,Credit card,No,No
CUST0685,28,26,41.2,Month-to-month,No,Credit card,No,Yes
CUST0686,68,38,52.64,One year,DSL,Credit card,Yes,Yes
CUST0687,43,31,77.77,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0688,55,30,78.0,One year,DSL,Credit card,No,Yes
CUST0689,46,68,85.35,Month-to-month,Fiber optic,Mailed check,No,No
CUST0690,67,7,67.53,One year,No,Bank transfer,No,No
CUST0691,80,56,104.75,Two year,No,Bank transfer,No,No
CUST0692,68,65,116.75,Month-to-month,Fiber optic,Credit card,Yes,Yes
CUST0693,76,48,53.44,Two year,Fiber optic,Electronic check,No,No
CUST0694,77,29,99.97,Two year,Fiber optic,Credit card,No,No
CUST0695,23,12,94.41,Two year,DSL,Credit card,Yes,No
CUST0696,33,50,79.69,Month-to-month,No,Credit card,No,Yes
CUST0697,63,34,47.91,Two year,Fiber optic,Credit card,Yes,Yes
CUST0698,55,11,105.55,Month-to-month,Fiber optic,Mailed check,No,No
CUST0699,21,26,121.26,Month-to-month,DSL,Mailed check,No,No
CUST0700,23,70,98.57,Two year,No,Electronic check,No,Yes
CUST0701,50,20,117.2,One year,Fiber optic,Credit card,No,No
CUST0702,56,13,123.5,One year,DSL,Electronic check,Yes,Yes
CUST0703,28,50,63.44,Month-to-month,No,Credit card,Yes,Yes
CUST0704,28,15,90.63,Two year,DSL,Electronic check,Yes,No
CUST0705,26,67,75.02,One year,Fiber optic,Bank transfer,Yes,No
CUST0706,53,62,123.73,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0707,18,71,38.91,Two year,DSL,Bank transfer,Yes,No
CUST0708,54,66,69.18,Month-to-month,DSL,Electronic check,Yes,No
CUST0709,47,18,113.18,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0710,47,16,56.98,One year,No,Credit card,Yes,No
CUST0711,60,25,104.84,Two year,DSL,Electronic check,No,No
CUST0712,50,34,66.36,Month-to-month,No,Mailed check,Yes,No
CUST0713,63,64,123.1,Month-to-month,No,Electronic check,No,No
CUST0714,66,53,113.94,Month-to-month,No,Bank transfer,No,Yes
CUST0715,75,47,58.63,Two year,Fiber optic,Mailed check,No,Yes
CUST0716,68,64,103.17,Month-to-month,No,Electronic check,Yes,Yes
CUST0717,50,47,62.0,One year,No,Credit card,Yes,No
CUST0718,49,28,87.6,Two year,Fiber optic,Credit card,No,No
CUST0719,32,30,92.56,Month-to-month,DSL,Electronic check,No,Yes
CUST0720,55,38,108.81,One year,Fiber optic,Mailed check,Yes,Yes
CUST0721,26,7,32.32,One year,Fiber optic,Mailed check,Yes,No
CUST0722,76,54,50.91,Two year,DSL,Electronic check,No,Yes
CUST0723,71,47,97.63,Month-to-month,DSL,Bank transfer,Yes,Yes
CUST0724,25,53,83.53,Month-to-month,No,Mailed check,No,No
CUST0725,67,39,77.08,Month-to-month,DSL,Bank transfer,Yes,No
CUST0726,25,57,35.24,One year,No,Credit card,Yes,No
CUST0727,63,69,63.09,One year,Fiber optic,Mailed check,No,No
CUST0728,23,42,112.18,Month-to-month,No,Electronic check,Yes,Yes
CUST0729,48,32,32.93,Month-to-month,DSL,Mailed check,No,No
CUST0730,59,8,67.66,Two year,DSL,Bank transfer,Yes,No
CUST0731,63,57,119.79,Month-to-month,Fiber optic,Credit card,Yes,Yes
CUST0732,44,66,34.83,Month-to-month,DSL,Electronic check,No,No
CUST0733,76,51,101.22,One year,No,Electronic check,Yes,No
CUST0734,66,63,54.47,Month-to-month,Fiber optic,Credit card,Yes,No
CUST0735,31,63,112.33,Month-to-month,DSL,Mailed check,No,Yes
CUST0736,60,58,100.88,Month-to-month,No,Electronic check,No,No
CUST0737,64,37,114.14,Month-to-month,No,Mailed check,No,Yes
CUST0738,39,8,50.51,One year,DSL,Credit card,Yes,No
CUST0739,64,1,80.47,One year,No,Credit card,Yes,No
CUST0740,74,15,104.03,One year,No,Electronic check,No,Yes
CUST0741,69,32,53.34,Month-to-month,DSL,Mailed check,Yes,No
CUST0742,66,54,51.92,Two year,Fiber optic,Electronic check,Yes,No
CUST0743,57,33,32.58,Month-to-month,No,Bank transfer,No,No
CUST0744,35,2,121.06,One year,DSL,Mailed check,Yes,No
CUST0745,68,16,97.45,Month-to-month,Fiber optic,Mailed check,Yes,No
CUST0746,40,71,90.38,One year,Fiber optic,Mailed check,Yes,Yes
CUST0747,51,72,100.68,Month-to-month,DSL,Bank transfer,Yes,Yes
CUST0748,37,28,80.5,Month-to-month,DSL,Mailed check,No,No
CUST0749,37,58,75.23,Month-to-month,No,Credit card,No,No
CUST0750,27,52,72.71,Month-to-month,No,Bank transfer,Yes,No
CUST0751,78,68,90.84,Month-to-month,Fiber optic,Credit card,Yes,Yes
CUST0752,27,64,49.15,One year,No,Electronic check,No,No
CUST0753,23,46,114.37,Two year,No,Mailed check,Yes,No
CUST0754,76,29,107.12,Month-to-month,DSL,Mailed check,No,No
CUST0755,52,46,63.21,Two year,No,Mailed check,No,Yes
CUST0756,45,23,84.97,One year,Fiber optic,Bank transfer,No,No
CUST0757,64,26,43.4,Two year,No,Mailed check,Yes,Yes
CUST0758,42,44,122.37,One year,No,Mailed check,No,No
CUST0759,26,42,115.77,One year,DSL,Bank transfer,Yes,Yes
CUST0760,63,42,117.58,One year,Fiber optic,Electronic check,No,Yes
CUST0761,29,28,61.56,One year,DSL,Electronic check,No,Yes
CUST0762,52,30,46.07,Two year,DSL,Credit card,No,No
CUST0763,77,1,50.12,Month-to-month,DSL,Credit card,No,No
CUST0764,76,44,38.55,Month-to-month,Fiber optic,Bank transfer,No,No
CUST0765,40,42,41.41,Month-to-month,No,Electronic check,Yes,Yes
CUST0766,67,68,36.77,Two year,Fiber optic,Credit card,Yes,No
CUST0767,56,37,124.03,Month-to-month,No,Bank transfer,No,Yes
CUST0768,48,34,37.04,One year,No,Electronic check,No,No
CUST0769,26,5,42.59,Two year,No,Electronic check,Yes,Yes
CUST0770,41,15,108.59,Two year,DSL,Bank transfer,No,No
CUST0771,59,25,85.12,Month-to-month,No,Mailed check,No,No
CUST0772,80,28,103.57,One year,Fiber optic,Mailed check,Yes,No
CUST0773,18,27,89.94,Two year,Fiber optic,Credit card,Yes,Yes
CUST0774,63,29,113.81,Month-to-month,No,Bank transfer,Yes,Yes
CUST0775,71,56,90.65,One year,Fiber optic,Mailed check,Yes,Yes
CUST0776,77,10,79.6,Month-to-month,Fiber optic,Bank transfer,Yes,Yes
CUST0777,44,24,97.71,One year,No,Bank transfer,Yes,No
CUST0778,25,12,72.5,One year,No,Bank transfer,Yes,No
CUST0779,35,23,62.88,Month-to-month,DSL,Electronic check,Yes,No
CUST0780,71,50,74.43,Month-to-month,DSL,Electronic check,No,Yes
CUST0781,73,4,46.12,Month-to-month,Fiber optic,Credit card,Yes,No
CUST0782,58,25,105.67,Month-to-month,DSL,Mailed check,No,No
CUST0783,25,2,54.77,One year,No,Bank transfer,No,No
CUST0784,25,69,44.59,Month-to-month,Fiber optic,Credit card,No,No
CUST0785,48,53,53.4,Month-to-month,DSL,Electronic check,No,Yes
